[2025-12-11 15:23:25,780] 62 root - INFO - starting API APP and inference session
[2025-12-11 15:23:27,096] 322 uvicorn.error - INFO - Will watch for changes in these directories: ['C:\\Users\\Maja\\Desktop\\thesis_repos\\app-local']
[2025-12-11 15:23:27,100] 543 uvicorn.error - INFO - Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
[2025-12-11 15:23:27,101] 80 uvicorn.error - INFO - Started reloader process [3620] using WatchFiles
[2025-12-11 15:23:27,491] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:27,897] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:28,255] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:28,664] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:29,066] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:29,471] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:29,975] 308 watchfiles.main - INFO - 3 changes detected
[2025-12-11 15:23:30,336] 308 watchfiles.main - INFO - 2 changes detected
[2025-12-11 15:23:30,741] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:31,144] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:31,499] 308 watchfiles.main - INFO - 2 changes detected
[2025-12-11 15:23:31,854] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:32,213] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:32,619] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:33,023] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:33,376] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:33,782] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:34,186] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:34,538] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:34,899] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:35,309] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:35,711] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:36,063] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:36,470] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:36,874] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:37,277] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:37,629] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:38,037] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:38,439] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:38,844] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:39,249] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:39,653] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:40,055] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:40,462] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:40,827] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:41,235] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:41,639] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:42,043] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:42,449] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:42,801] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:43,159] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:43,514] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:43,872] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:44,231] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:44,586] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:44,943] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:45,300] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:45,660] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:46,016] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:46,422] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:46,826] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:47,179] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:47,586] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:47,990] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:48,393] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:48,795] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:49,147] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:50,463] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:50,825] 308 watchfiles.main - INFO - 1 change detected
[2025-12-11 15:23:51,231] 308 watchfiles.main - INFO - 2 changes detected
